"Customer","Cust Name","Addr 1","Addr 2","City","State","Postal","Country","Cust Tel","Cust Fax","Cust Type","Priority","Cust Vendor No","Ship Via","Ups Act No","Bol Type","Terms","Disc","Line Disc","Pr Cd","Rep1","Comm1","Rep2","Comm2","Rep3","Comm3","Territory","Master Cust","Cust Alias","Controller","Cust Ref1","Cust Ref2","Factor","Factor Cust No","Factor Appr No","Ship Type","Back Order","Fed Tax Id","Tax Exempt","Currency","Def Wh","Price List Id","Order Type","Order Hold","Div","Restrict Order Div","Restrict Style Div","Active","Entered By","Entry Date","Modified By","Modify Date","Terms Description","Credit Line","Cust Ref3","Cust Ref4","Cust Ref5","Sh Rule"
"GABRIELBRO","GABRIEL BROTHERS","MORGANTOWN DC","55 SCOTT AVENUE","MORGANTOWN","WV","26508","USA","304-292-6965","","D","C","","CITYLOG","","001","C7","","","LP","","","","","","","","GABRIELBRO","","","21","1","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","YVONNE","20-MAR-08","RAFAELM","12-JUN-26","CIT NET 75","","","","",""
"GABRIELLA","GABERIELLA","1410 BROADWAY","","NEW YORK","NY","10018","USA","212-354-0010","","","C","","","","001","30","","","LP","A.M","","","","","","","GABRIELLA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GABRIELSBR","XX DO NOT USE XX GABRIELS BROTHER, INC","XX DO NOT USE XX","55 SCOTT AVENUE","MORGANTOWN","WV","265088853","USA","304-292-6965","304-292-3191","W","C","","","","001","C3","","","LP","PAM","","","","","","","GABRIELSBR","","","","","001","3590959","","REGULAR","N","","Y","","","","","","","N","N","N","VIVIANA","13-APR-10","MEIR","13-MAY-19","CIT NET 30","","","","",""
"GALERIADEL","GALERIA DEL SOL","528 MARKET STREET","","SAN DIEGO","CA","92101","USA","619-696-7311","619-696-0213","","C","","","","001","30","","","LP","A.M","","","","","","","GALERIADEL","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GALLERY116","GALLERY 116","8597 116TH STREET","","FISHERS","IN","46038","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","GALLERY116","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"GALLERYCLA","GALLERY CLASSICS TINA WURTH","14450 EAGLE RUN DRIVE","","OMAHA","NE","68116","USA","402-445-2060","","","C","","","","001","30","","","LP","A.M","","","","","","","GALLERYCLA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GAMESTOP","GAMESTOP CORP","625 WESTPORT PARKWAY","","GRAPEVINE","TX","760516740","USA","817-424-2000","817-424-2000","S","C","20003234","ROUTING","","001","C9","","","LP","","","","","","","","GAMESTOP","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","07-JUL-21","EDIOPERATOR","26-DEC-24","CIT NET 90","","","","",""
"GAMMATEK","GAMMATEK (PTY), LTD.","9 MASTIFF ROAD","LINBRO BUSINESS PARK","JOHANNESBURG","XX","2090","SOUTH AFRICA","27 (0) 11 201 0800","","","C","","","","","","","","LP","MAR","","","","","","","GAMMATEK","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SHIPPING2","01-MAR-19","EDIOPERATOR","26-DEC-24","","","","","",""
"GATSBY","GATSBY"," 459 TARRYTOWN ROAD","","WHITE PLAINS","NY","10607","","914-290-4357","914-290-4360","S","C","","","","001","CC","","","LP","A.M","","","","","","","GATSBY","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","PORTIA","23-FEB-09","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"GATSBYK","GATSBY","KOMODIDAD DISTRIBUTORS, INC.","PO BOX 6359","CAGUAS","PR","00726","USA","787-746-3188","","","C","","","","","","","","LP","","","","","","","","GATSBYK","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","04-APR-14","SAMMYH","02-NOV-18","","","","","",""
"GAYLECOWGE","ALLIED SYSTEMS INDUSTRIES","4560 S.DECATUR BLVD, SUITE #302","","LAS VEGAS","NV","89103","USA","800-365-9099","702-891-8778","","C","","","","001","30","","","LP","A.M","","","","","","","GAYLECOWGE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GAZINI","GAZINI","MECANICIENSWEG 1","","WILLEMSTAD","CW","4794","CURACAO","599 9 684 2660","","","C","","","","","CC","","","LP","JDR","","","","","","","GAZINI","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","03-SEP-21","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"GB","GABRIEL BROTHERS, INC","55 SCOTT AVENUE","","MORGANTOWN","WV","265088853","USA","304-292-6965","304-292-3191","","C","","","","","","","","LP","","","","","","","","GB","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","DAISY","17-SEP-13","MMONTES","25-SEP-20","","","","","",""
"GBGWOMENAP","GBG-WOMEN'S APPAREL","350 FIFTH AVENUE","5TH FLOOR","NEW YORK","NY","10118","USA","646-839-7345","","","C","","","","","","","","LP","","","","","","","","GBGWOMENAP","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","SHIPPING","27-AUG-14","SAMMYH","02-NOV-18","","","","","",""
"GDBINTERNA","GDB INTERNATIONAL INC.","ONE HOME NEWS ROW","","NEW BRUNSWICK","NJ","08901","USA","732-246-3001","732-246-3004","","C","","TRUCK","","","C3","","","LP","JLE","","","","","","","GDBINTERNA","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","01-JUN-16","EDIOPERATOR","26-DEC-24","CIT NET 30","","","","",""
"GELIJOYAS","GELI JOYAS","7724 SOUTH CAGE","","PHARR","TX","78577","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","GELIJOYAS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"GENESCO","GENESCO BRYAN LEE","1415 MURFREES BORO RD. ROOM #520","","NATIONAL","TN","37217","USA","615-367-7099","","","C","","","","001","30","","","LP","A.M","","","","","","","GENESCO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX","GENX#40","4334 WEST INDIAN SCHOOL ROAD","","PHOENIX","AZ","85031","USA","623-849-0699","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX1","GENX","2300 E 27TH ST.","","VERNON","CA","90058","USA","323-727-0005","323-727-0038","C","C","","","","001","C6","","","LP","SOS","","","","","","","GENX1","","","","","001","2625559","","REGULAR","N","","N","","","","","","","N","N","N","VIVIANA","05-AUG-08","SAMMYH","02-NOV-18","CIT NET 60","","","","",""
"GENX101","GENX#101","1138 S DECATUR BLVD.","","LAS VEGAS","NV","89102","USA","702-878-0699","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX101","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX102","GENX#102","1170 UNIT A MCDONALD AVE","","RICHMOND","CA","94801","USA","510-236-1699","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX102","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX103","GENX#103","699 LEWELLING BLVD. SUITE 170","","SAN LEANDRO","CA","94579","USA","510-346-2699","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX103","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX11","GENX#11","3570 S REDWOOD RD.","","W.V.C.","UT","84119","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX11","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"GENX12","GENX#12","245 REDCLIFF RD.#18","","SAN GEORGE","UT","84790","USA","435-634-8387","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX12","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX121","GENX#121","3349 BUFORD HIGHWAY  SUITE 28A","","ATLANTA","GA","30329","USA","404-534-3373","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX121","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX122","GENX#122","1960 CANDLER RD STE A","","DECATUR","GA","30349","USA","404-534-3373","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX122","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX123","GENX#123","6175 OLD NATIONAL HWY, SUITE#250","","ATLANTA","GA","30349","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX123","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"GENX13","GENX#13","268 W 500 SOUTH","","BOUNTIFUL","UT","84010","USA","801-397-2299","801-397-5533","","C","","","","001","30","","","LP","A.M","","","","","","","GENX13","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX14","GENX#14","799 NORTH REDWOOD ROAD SUITE B","","SLC","UT","84116","USA","801-333-7717","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX14","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX15","GENX#15","1334 N. STATE STREET","","PROVO","UT","84604","USA","801-373-9927","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX15","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX16","GENX#16","4067W. 5400 SOUTH","","KEARNS","UT","84118","USA","801-840-2243","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX16","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX20","GENX#20","7999 SE POWELL BLVD.","","PORTLAND","OR","97206","USA","503-771-0190","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX20","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX21","GENX#21","1895 LANCASTER DR. NE.","","SALEM","OR","97305","USA","503-693-1111","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX21","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX23","GENX#23","346S. 1ST AVE.","","HILLSBORO","OR","97123","USA","503-693-1111","503-639-1101","","C","","","","001","30","","","LP","A.M","","","","","","","GENX23","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX24","GENX#24","2090 OLYMPIC STREET UNIT #B","","SPRINGFIELD","OR","97477","USA","541-741-8800","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX24","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX25","GENX#25","1575A MOUNT HOOD AVE.","","WOODBURN","OR","97071","USA","503-981-7575","503-981-7576","","C","","","","001","30","","","LP","A.M","","","","","","","GENX25","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX27","GENX#27","2430 NE HIGHWAY 99W","","MCMINNVILLE","OR","97128","USA","503-435-0989","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX27","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX30","GENX#30","9139 HILLCREST RD.","","KANSAS CITY","MO","64138","USA","816-765-9191","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX30","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX31","GENX#31","3102 PROSPECT AVE.","","KANSAS CITY","MO","64128","USA","816-921-7888","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX31","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX36","GENX#36","8035 WEST FLORISSANT","","ST.JENNING","MO","63136","USA","999 999-9999","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX36","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","RAFAELM","31-MAR-26","NET 30","","","","",""
"GENX4","GENX#4","4005 RIVERDALE RD.","","OGDEN","UT","84041","USA","801-392-0000","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX4","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX501","GENX#501","1054 S. WHITE  ROAD","","SAN JOSE","CA","95127","USA","408-254-1122","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX501","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX51","GENX#51","1845 S ACADEMY BLVD","","COLORADO SPRING","CO","80916","USA","719-391-8919","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX51","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX52","GENX#52","567 NORTH ACADEMY BLVD.","","COLORADO SPRING","CO","80909","USA","719-570-0564","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX52","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX54","GENX#54","750 CITADEL DR. E #3104","","COLORADO SPRING","CO","80909","USA","719-595-1244","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX54","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX55","GENX#55","1106 BONFORTE #1110A","","PUEBLO","CO","81001","USA","719-595-1244","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX55","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX6","GENX#6","69 NORTH HARRISVILLE RD","","OGDEN","UT","84404","USA","801-392-1288","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX6","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX61","GENX#61","5801 WEST 44TH AVE. #C 152","","DENVER","CO","80212","USA","303-477-1894","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX61","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX62","GENX#62","1340 S.FEDERAL BLVD UNIT #A","","DENVER","CO","80212","USA","303-742-2070","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX62","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX63","GENX#63","1494 CHESTER ST.","","AURORA","CO","80010","USA","909-344-5188","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX63","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX71","GENX#71","1580 CALDWELL BLVD.","","NAMPA","ID","83651","USA","208-461-3928","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX71","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX8","GENX#8","4645 S. 4000 WEST.","","W.V.C.","UT","84120","USA","801-968-9399","801-968-3647","","C","","","","001","30","","","LP","A.M","","","","","","","GENX8","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX81","GENX#81","1408- A N. 20TH STREET","","PASCO","WA","99301","USA","509-542-0959","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX81","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX82","GENX#82","2010 YAKIMA VALLEY HWY #D-1","","SUNNYSIDE","WA","98944","USA","509-839-6030","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX82","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX83","GENX#83","323 VALLEYMALL PARKWAY EAST","","WENATCHEE","WA","98802","USA","509-574-4369","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX83","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX84","GENX#84","2549 MAIN STREET","","UNION GAP","WA","98903","USA","509-574-4369","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX84","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX85","GENX#85","31858 PACIFIC HWY SOUTH","","FEDRAL WAY","WA","98003","USA","253-946-6555","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX85","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX86","GENX#86","10330 59TH AVE. SW SUITE#A","","LAKEWOOD","WA","98499","USA","253-584-6556","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX86","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX87","GENX#87","18520 33RD AVE.W","","LYNNWOOD","WA","98499","USA","425-771-8084","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX87","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX88","GENX#88","17605 PACIFIC AVE. S SUITE A-1","","SPANAWAY","WA","98387","USA","253-875-3171","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX88","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX9","GENX#9","1589W 9000 SOUTH WEST","","JORDAN","UT","84088","USA","801-256-3355","801-256-3377","","C","","","","001","30","","","LP","A.M","","","","","","","GENX9","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
"GENX91","GENX#91","320 N. 76TH STREET","","OMAHA","NE","84088","USA","402-397-8575","","","C","","","","001","30","","","LP","A.M","","","","","","","GENX91","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","26-MAR-08","SAMMYH","02-NOV-18","NET 30","","","","",""
