customer,name,name_norm,terms,terms_description,ship_via,def_wh,div,active,addr1,city,state,postal
THECHRISTS,THE CHRISTMAS TREE SHOP,THECHRISTMASTREESHOP,C6,CIT NET 60,,,,N,261 WHITES PATH,SOUTH YARMOUTH,MA,02664
THECHY,THE CHY WAREHOUSE TERRI,THECHYWAREHOUSETERRI,CO,C.O.D.,,,,N,22755 GREENFIELD ROAD,SOUTH FIELD,MI,48075
THECLASS,THE CLASS ACT,THECLASSACT,30,NET 30,,,,N,7 ST. HELENS #1,TACOMA,WA,98402
THECLOSET,THE CLOSET,THECLOSET,CC,CREDIT CARD,,,,N,1-1667 DUFFERRIN CRESCENT NANAIMO,NANAIMO,BC,V9S5T4
THECLOTHES,THE CLOTHES AND COLOR COLLECTION,THECLOTHESANDCOLORCOLLECTION,CC,CREDIT CARD,,,,N,1740 TORRANCINA,EL. DORADO,CA,95762
THECLOTHIN,THE CLOTHING MAN,THECLOTHINGMAN,CC,CREDIT CARD,,,,N,1825 M.L.K. DR,ATLANTA,GA,30310
THECOLLCLO,THE COLLECTION CLOTHING,THECOLLECTIONCLOTHING,CO,C.O.D.,,,,N,9935 SOUTH 76TH AVENUE UNIT A,BRIDGEVIEW,IL,60455
THECOLLECT,THE COLLECTION,THECOLLECTION,CC,CREDIT CARD,,,,N,284 STEELMANVILLE ROAD EGG HARBOUR,TOWNSHIP,NJ,08234
THECOURT,THE COURTYARD,THECOURTYARD,CC,CREDIT CARD,FEDGROUND,,,Y,320 E MAIN ST,CARMI,IL,62821
THEFANCYFL,THE FANCY FLAMINGO,THEFANCYFLAMINGO,30,NET 30,,,,N,640 E. OCEAN AVENUE #20,BOYNTON BEACH,FL,33435
THEFASHIO,THE FASHION GROUP,THEFASHIONGROUP,30,NET 30,,,,N,276 N. MARKET BLVD.,WEBSTER,FL,33597
THEHANGER,THE HANGER,THEHANGER,CC,CREDIT CARD,,,,N,423 FIFTH STREET,ELKO,NV,89801
THEJEANS,THE JEANS OUTLET,THEJEANSOUTLET,30,NET 30,,,,N,259 FRANKLIN MILLS CIRCLE,PHILADELPHIA,PA,19154
THELITTLE,THE LITTLE TRAVELER,THELITTLETRAVELER,30,NET 30,,,,N,404 SOUTH THIRD STREET,GENEVA,IL,60134
THEMAGIC,THE MAGIC SCARF COMPANY,THEMAGICSCARFCOMPANY,CC,CREDIT CARD,,,,N,127 EASTERN AVENUE LOWER LEVEL,GLOUCESTER,MA,01930
THEMARSHAL,"THE MARSHALL RETAIL GROUP, LLC.",THEMARSHALLRETAILGROUPLLC,C3,CIT NET 30,ROUTING,,,N,5385 WYNN ROAD,LAS VEGAS,NV,89118
THEMULLAY,THE MULLAY GROUP INC. CORPORATION,THEMULLAYGROUPINCCORPORATION,CC,CREDIT CARD,,,,N,OFFICE FIRST  STREET STATION,ROHOBOTH BEACH,DE,19971
THENORTHWE,THE NORTHWEST COMPANY LP,THENORTHWESTCOMPANYLP,C3,CIT NET 30,,,,Y,ACCOUNTS PAYABLE DEPT,WINNIPEG,MB,R3C2R1
THEOLDCANN,THE OLD CANNING COMPANY FACTORY,THEOLDCANNINGCOMPANYFACTORY,CC,CREDIT CARD,,,,N,4789 RT 31,VERNON,NY,13476
THEOREGON,THE OREGON CONNECTION,THEOREGONCONNECTION,CC,CREDIT CARD,,,,N,PO BOX 457 1125 S.FIRST STREET,COOS BAY,OR,97420
THEOUTSIDE,THE OUTSIDE,THEOUTSIDE,CO,C.O.D.,,,,N,CALLE 65 INFANTERIA#35,ANASCO,PR,00610
THEPINKITT,THE PINKITTY,THEPINKITTY,CC,CREDIT CARD,,,,N,3655 S.DURANGO#25,LAS VEGAS,NV,89147
THEPIXERY,THE PIXERY,THEPIXERY,30,NET 30,,,,N,8580 BRANDT PINE,HUBER HEIGHT,OH,45242
THEPURPLE,THE PURPLE BUTTERFLY LLC,THEPURPLEBUTTERFLYLLC,CC,CREDIT CARD,,,,Y,142 2ND AVENUE NORTH,FRANKLIN,TN,37064
THERAINBOW,THE RAINBOW ROOM,THERAINBOWROOM,30,NET 30,,,,N,72 MAIN STREET MIDDLEBURY,MIDDLEBURY,VT,05753
THESANDBOX,THE SANDBOX,THESANDBOX,CC,CREDIT CARD,,,,N,PO BOX 455,DAUPHIN ISLAND,AL,36528
THESECRET,THE SECRET INGREDIENT INC.,THESECRETINGREDIENTINC,CC,CREDIT CARD,,,,N,720 EAST MAIN STREET,RICHMOND,IN,47374
THESILVER,THE SILVER LADY,THESILVERLADY,CO,C.O.D.,,,,N,120 WEST 86 TH STREET (6A),NEW YORK,NY,10024
THESIMPLY,THE SIMPLY GOODSITE. COM,THESIMPLYGOODSITECOM,CC,CREDIT CARD,,,,N,PO BOX 19130,SPOKANE,WA,99219
THESPORTZO,THE SPORTS ZONE INC.,THESPORTSZONEINC,C3,CIT NET 30,ROUTING,,,N,5851 AMMENDALE ROAD,BELTSVILLE,MD,20705
THESWISS,THE SWISS COLONY,THESWISSCOLONY,C3,CIT NET 30,,,,N,1112 7TH AVENUE,MONROE,WI,53566
THETRENDSH,THE TRENDS SHOP,THETRENDSSHOP,CC,CREDIT CARD,,,,N,DBA ENDLESS SUMMER FASHIONS,SEBRING,FL,33870
THETY-B,THE TY-B GROUP,THETYBGROUP,CC,CREDIT CARD,,,,N,PO BOX 151807,CAPE CORAL,FL,33915
THEUBERSHO,THE UBER SHOP,THEUBERSHOP,CC,CREDIT CARD,,,,N,6913 AVENUE  K SUITE#309,PLANO,TX,75026
THEVILLAGE,THE VILLAGE GREEN,THEVILLAGEGREEN,30,NET 30,,,,N,SUNNY SIDE MALL BOX 142 BEDFORD,BEDFORD,NS,B4A3YA
THEWATCHMA,THE WATCHMAN INC.,THEWATCHMANINC,30,NET 30,,,,N,PO BOX 29130,LAUGHLIN,NV,89028
THEWATCHPL,THE WATCH PLACE FESTIVAL FLEA MARKET,THEWATCHPLACEFESTIVALFLEAMARKET,CO,C.O.D.,,,,N,BOOTH 3 3429 2900 W. SAMPLE ROAD,POMPANO BEACH,FL,33067
THEWILDIRI,THE WILD IRIS,THEWILDIRIS,CC,CREDIT CARD,,,,N,101 W. CHICAGO BLVD.,TECUMSEH,MI,49286
TIENDEC,TIENDEC,TIENDEC,C4,CIT NET 45,,,,Y,AVENIDA 6 DE DICIEMBRE Y STA LUCIA,QUITO,00,00000000
TIFFANY,ETERNITY FASHION,ETERNITYFASHION,30,NET 30,,,,N,1522 CHESTNWT STREET,PHILADELPHIA,PA,19102
TIFFANYEPI,TIFFANYS EPIPHANY,TIFFANYSEPIPHANY,CC,CREDIT CARD,,,,N,181 MAIN STREET,ANNAPOLIS,MD,21401
TILLYS,TILLY'S,TILLYS,C6,CIT NET 60,,,,Y,CORPORATE HEADQUARTERS AND DISTRIBUTION,IRVINE,CA,92618
TIM1111,TIMING TRENDS,TIMINGTRENDS,30,NET 30,,,,N,34 35 STREET,BROOKLYN,NY,11232
TIME4ULLC,TIME 4 LLC. MAIMI MERCHANDISE MART,TIME4LLCMAIMIMERCHANDISEMART,CO,C.O.D.,,,,N,777 NW 72ND AVENUE SUITE 2AA28,MAIMI,FL,33126
TIMEFRANE,TIMEFRAME@LOUNGE,TIMEFRAMELOUNGE,CO,C.O.D.,,,,N,593 BROADWAY @ SOHO,NEW YORK,NY,10012
TIMEINTERN,TIME INTERNATIONAL CORPS.,TIMEINTERNATIONALCORPS,CO,C.O.D.,,,,N,4821 N. PULASKI ROAD,CHICAGO,IL,60630
TIMELESS,TIMELESS PIECES,TIMELESSPIECES,CO,C.O.D.,,,,N,7601 CICERO AVE.,CHICAGO,IL,60652
TIMESQUARE,TIMIE SQUARE SHOES CORP.,TIMIESQUARESHOESCORP,,,,,,N,C/O $5 SHOE WARHOUSE,BROOKLYN,NY,11223
TIMESWATCH,TIME WATCH USA INC.,TIMEWATCHUSAINC,30,NET 30,,,,N,1167 BROADWAY BET. 27TH &28TH,NEW YORK,NY,10001
TIMETRADER,TIME TRADING INTERNATIONAL,TIMETRADINGINTERNATIONAL,30,NET 30,,,,N,4537 N. CLARK ST.,CHICAGO,IL,60640
TIMEWORLD,TIME WORLD,TIMEWORLD,30,NET 30,,,,N,2560 JOE FIELD RD SUITE#A,DALLAS,TX,75229
TIMINGMEXI,TIMING TRENDS MEXICO,TIMINGTRENDSMEXICO,30,NET 30,,,,N,XXXX,XXX,XX,XXXXX
TIMINGTREN,TIMING TRENDS,TIMINGTRENDS,30,NET 30,,,,N,1407 BROADWAY,NEW YORK,NY,10018
TINABOUTIQ,TINAS BOUTIQUE,TINASBOUTIQUE,30,NET 30,,,,N,250 S.W. 1ST STREET,GRIMES,IO,50111
TINCUP,TIN CUP,TINCUP,,,,,,N,464 OLD SMIZER MILL,FENTON,MO,63026
TIRAMISU,TIRAMISU,TIRAMISU,CC,CREDIT CARD,,,,N,207 NORTH MAIN,MITCHELL,SD,57301
TIRANZARIK,UNIVERSAL GIFT CENTER,UNIVERSALGIFTCENTER,CO,C.O.D.,,,,N,6530 LANKERSHIM BLVD #R NORTH,NORTH HOLLYWOOD,CA,91606
TJK,TJK ENTERPRISES INC.,TJKENTERPRISESINC,30,NET 30,,,,N,4077 GLENCOE AVE. UNIT 325 MARINA,DEL KEY,CA,90292
TJMAXX,TJ MAXX,TJMAXX,X6,CIT ROG NET 60,ROUTING,,,Y,P.O. BOX 9126,FRAMINGHAM,MA,01701
TJXAU,TJX AUSTRALIA PTY LIMITED,TJXAUSTRALIAPTYLIMITED,,,FEDGROUND,,,N,"LEVEL 3, 189 O'RIORDAN ST",MASCOT NSW,.,2020
TJXAUSTRAL,TJX AUSTRALIA PTY LIMITED,TJXAUSTRALIAPTYLIMITED,X6,CIT ROG NET 60,FEDGROUND,,,Y,LEVEL 3 189 O RIORDAN ST,MASCOT NSW,AU,2020
TJXC,TJX CANADA,TJXCANADA,,,,,,N,XXXXX,XXXX,,XXXX
TJXECOM,TJMAXX.COM,TJMAXXCOM,6C,CIT NET 60,ROUTING,,,Y,3860 E HOLMES ROAD- SUITE 101,MEMPHIS,TN,38118
TJXUK,TJX UK,TJXUK,X6,CIT ROG NET 60,NACHO,,,Y,73 CLARENDON ROAD,WATFORD HERTS,UK,WD171TX
TKX,TKX,TKX,,,,,,N,.,.,.,..
TNTDOKYO,TNT DOKYO ENTERPRISES INC.,TNTDOKYOENTERPRISESINC,30,NET 30,,,,N,21614 LIBBY ROAD,MAPLE HIGH,OH,44137
TODAYS,"TODAY'S APPAREL, INC.",TODAYSAPPARELINC,30,NET 30,,,,N,1407 BROADWAY,NEW YORK,NY,10018
TODAYSHOW,TODAY SHOW PROP DEPT,TODAYSHOWPROPDEPT,,,,,,Y,30 ROCKEFELLER PLAZA,NEW YORK,NY,10112
TOFANTH,TOWN OF ANTHONYVILLE,TOWNOFANTHONYVILLE,CC,CREDIT CARD,,,,Y,PO BOX 140,PROCTOR,AR,72376
TOGSSOHO,TOGS SOHO,TOGSSOHO,CC,CREDIT CARD,,,,N,68 SPRING STREET,NEW YORK,NY,10012
TOPBRAND,INTERNATIONAL,INTERNATIONAL,,,,,,Y,1400 BROADWAY,NEW YORK,NY,10016
TOPOFTHE,TOP OF THE LINE FASHIONS,TOPOFTHELINEFASHIONS,,,,,,N,2903 WEST BAY STREET,WEST SAVANNAH,GA,31408
TOPSTREET,TS TOP STREETWEAR (GARILLA AB),TSTOPSTREETWEARGARILLAAB,,,,,,N,"SANDHAMSG 61, 2TR, SE-115 28",STOCKHOLM,,
TORRENCE,TORRENCES,TORRENCES,CC,CREDIT CARD,,,,N,4722 W. FOND DU LAC AVENUE,MILWALKEE,WI,53222
TORRID,TORRID MERCHANDIS INC.,TORRIDMERCHANDISINC,C3,CIT NET 30,FEDGROUND,,,Y,18501 E. SAN JOSE AVE.,CITY OF INDUSTRY,CA,91748
TOTALFASHO,TOTAL FASHIONS,TOTALFASHIONS,30,NET 30,,,,N,4672 WEST 38TH STREET,INDIANAPOLIS,IN,46254
TOTSY,TOTSY,TOTSY,C3,CIT NET 30,,,,N,10 WEST 18TH STREET,NEW YORK,NY,10011
TOUCHE,TOUCHE,TOUCHE,30,NET 30,,,,N,234 MAIN STREET,FALMOUTH,MA,02540
TOVA,TOVA S.A.,TOVASA,3A,CIT NET 30 DAYS,CUSTOMERPU,,,Y,"CALLE 50 CON AQUILINO DE LA GUARDIA,",ANTIGUO EDIF BLADEX,XX,XXXXXX
TOWNCENTER,TOWN CENTER PHARMACY,TOWNCENTERPHARMACY,WR,WIRE,,,,Y,515 MAIN STREET,ARMONK,NY,10504
TOWNEPHAR,TOWN PHARMACY 2,TOWNPHARMACY2,30,NET 30,,,,N,WASHTIINGTON AVENUE,DUNELLEN,NJ,08812
TOYMANIA,TOY MANIA,TOYMANIA,WR,WIRE,,,,Y,3701 SPOKESHAVE LANE,MATTHEWS,NC,28211
TOYMARKET,TOY MARKET TRADING SAL,TOYMARKETTRADINGSAL,WR,WIRE,,,,Y,KHATOUN CENTER UNESCO,VERDUN,BY,00961
TOYSCO,TOYS & CO,TOYSCO,CC,CREDIT CARD,,,,Y,3110 NORTHLINE AVENUE,GREENSBORO,NC,27408
TOYSHOPPE,THE TOY SHOPPE,THETOYSHOPPE,CC,CREDIT CARD,,,,Y,431 MAIN AVENUE,NORTHPORT,AL,35476
TOYSOUTH,"TOYS SOUTH, INC.",TOYSSOUTHINC,,,,,,Y,1706 ASHTON STREET,CHATTANGOOGA,TN,37405
TOYSUNIQUE,TOYS UNIQUE,TOYSUNIQUE,CC,CREDIT CARD,,,,Y,5460 W. LOVERS LANE,DALLAS,TX,75209
TPERCHURCH,THE PERFECT CHURCH INC.,THEPERFECTCHURCHINC,CC,CREDIT CARD,,,,Y,P.O BOX 11307,ATLANTA,GA,30310
TRADESECRE,TRADE SECRET GAZAL CORP,TRADESECRETGAZALCORP,C3,CIT NET 30,,,,N,3-7 MCPHERSON STREET,BANKSMEADOW NSW 201,NS,2019
TRAVAPPY,TRAVAPPY LLC,TRAVAPPYLLC,CC,CREDIT CARD,,,,Y,708 COUNTRY CLUB DRIVE,LAKE WALES,FL,33898
TRAVELING,TRAVELING BOUTIQUE INC.,TRAVELINGBOUTIQUEINC,CO,C.O.D.,,,,N,193 OAK DRIVE,PASADENA,MD,21122
TRAXDEPART,TRAX DEPARTMENTSTORES,TRAXDEPARTMENTSTORES,30,NET 30,,,,N,1295 BROADWAY,BROOKLYN,NY,11221
TREASTORES,TREASURE HUNT DEPT STORES,TREASUREHUNTDEPTSTORES,CC,CREDIT CARD,,,,Y,209 WEST CLAY AVE,W. HAZLETON,PA,18202
TREEANDTRE,TREE AND TRENDS JEWERLY HANDBAG,TREEANDTRENDSJEWERLYHANDBAG,C3,CIT NET 30,,,,N,PO BOX 3207,PADUCAH,KY,42002
TREESANDTR,TREES AND TRENDS,TREESANDTRENDS,C3,CIT NET 30,,,,N,JEWLERY HANDBAG WAREHOUSE,PADUCAH,KY,42002-5100
TRENDS,TRENDS,TRENDS,CC,CREDIT CARD,,,,N,918 SPARTA STREET,MC MINNVILLE,TN,37110
TRENDYACCE,TRENDY ACCESSORIES,TRENDYACCESSORIES,CO,C.O.D.,,,,N,494 LAWRENCE AVENUE WEST,TORONTO ONTARIO,CA,M6A1A1
TRENYCORNE,TRENDY CORNER,TRENDYCORNER,30,NET 30,,,,N,1000 6TH AVENUE,NEW YORK,NY,10018
TRIBECA,TRIBECA,TRIBECA,C3,CIT NET 30,,,,N,66 PEACHTREE ST N.W.,ATLANTA,GA,30303
TRIONINC,TRION INC,TRIONINC,C3,CIT NET 30,,,,N,3770 PEACHTREE CREST DRIVE,DULUTH,GA,30097
TROPIC,TROPIC HARBOUR INC DBA,TROPICHARBOURINCDBA,CC,CREDIT CARD,,,,N,ONE PARTICULAR HARBOR 206 W,PADRE ISLAND,TX,78597
TROPICALTR,TROPICAL TREASURES,TROPICALTREASURES,CC,CREDIT CARD,,,,N,24509 CLAIRE STREET,BONITA SPRING,FL,34135
TROYDESIGN,TROY DESIGNS,TROYDESIGNS,CO,C.O.D.,,,,N,1454 S. CREST DRIVE,LOS ANGELES,CA,90035
TRULY,TRULY BLESSED CDS & TAPES &ACCESSORIES,TRULYBLESSEDCDSTAPESACCESSORIES,,,,,,N,145 DECKER AVENUE,DAYTON,OH,45417
TUESDAY,TUESDAY MORNING,TUESDAYMORNING,C4,CIT NET 45,ROUTING,,,N,6250 LBJ FREEWAY,DALLAS,TX,75240
TULLABEE,ALTAR'D STATE,ALTARDSTATE,C6,CIT NET 60,,,,Y,235 PARTNERSHIP PKWY,MARYVILLE,TN,37801
TWIGLAND,TWIGLAND FASHION LTD. &SHOE,TWIGLANDFASHIONLTDSHOE,30,NET 30,,,,N,12460 NETWORK BLVD. SUITE 106,SAN ANTONIO,TX,78249
TWINKLEACC,TWINKLE ACCESSORIES,TWINKLEACCESSORIES,CO,C.O.D.,,,,N,7598 HARWIN DR #130,HOUSTON,TX,77036
TWINKLETWI,TWINKLE TWINKLE INC.,TWINKLETWINKLEINC,CC,CREDIT CARD,,,,N,1031 SOUTH MAPLE AVENUE,LOS ANGELES,CA,90015
TWOKIDSDOG,TWO KIDS AND A DOG,TWOKIDSANDADOG,CC,CREDIT CARD,,,,Y,65 PEARL STREET,BROOKLYN,NY,11201
U2EARING,U 2 EARINGS,U2EARINGS,30,NET 30,,,,N,13-75 BROADWAY,NEW YORK,NY,10018
UBI,UBI,UBI,CC,CREDIT CARD,,,,N,188 WHITE AVE,OLD TAPPAN,NJ,07675
UBSCORPORT,UBS CORPORTATION,UBSCORPORTATION,,,,,,N,PO BOX 1917,SAN SEBASTIAN,PR,00685
UDSONCOMP,JUDSON COMPANY,JUDSONCOMPANY,30,NET 30,,,,N,3440 VALLEY DR.,DECATUR,AL,35601
UNIAMOCO,UNIVERSITY AMOCO,UNIVERSITYAMOCO,CC,CREDIT CARD,,,,N,2202 E. FLETHCHER AVENUE,TAMPA,FL,33612
UNIFASHION,UNIFASHION TRADING,UNIFASHIONTRADING,30,NET 30,,,,N,1671 ROGENS AVENUE,SAN JOSE,CA,95112
UNITED,UNITED,UNITED,,,PICKUP,,,Y,2162 EAST 7TH STREET,BROOKLYN,NY,11223
UNITEDFASH,UNITED FASHIONS OF TEXAS LTD,UNITEDFASHIONSOFTEXASLTD,C3,CIT NET 30,CALSTATE,,,Y,MAIN OFFICE & WAREHOUSE,SAN ANTONIO,TX,78218
UPTIX,UPTIC (PTY) LTD,UPTICPTYLTD,,,,,,Y,"15A CORBEL CRESCENT,GLENHAZEL",JOHANNESBURG,SA,2192
URBANA,URBANA,URBANA,C3,CIT NET 30,,,,N,8012 S.TACOMA WAY SUITE 19,LAKEWOOD,WA,98499
URBANDUNE,URBAN DUNE LIMITED,URBANDUNELIMITED,30,NET 30,,,,Y,P.O BOX 2047 VILLAGE MARKET,NAIROBI,KE,20115
VALSANOFMI,VALSAN OF MIAMI,VALSANOFMIAMI,C3,CIT NET 30,,,,N,15725 S.W. 72ND ST,MIAMI,FL,33193
VALUECITY,VALUE CITY HOME OFFICE,VALUECITYHOMEOFFICE,C3,CIT NET 30,,,,N,3241 WESTERVILLE ROAD,COLUMBUS,OH,43224
VALUEDISCO,VALUE DISCOUNT,VALUEDISCOUNT,C3,CIT NET 30,,,,N,794 STATE ST,SPRINGFIELD,MA,01109
VALUEZONE,VALUE ZONE,VALUEZONE,C3,CIT NET 30,,,,N,1040 SPRINGFIELD AVENUE,IRVINGTON,NJ,07111
VANITY,VANITY FAIR #40,VANITYFAIR40,,,,,,N,OPRY MILLS,NASHVILLE,TN,37214
VANITY1,VANITY FAIR # 1,VANITYFAIR1,C3,CIT NET 30,,,,N,801 HILL AVE,READING,PA,19610
VANITY10,VANITY FAIR # 10,VANITYFAIR10,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,TUPELO,MS,38804
VANITY11,VANITY FAIR # 11,VANITYFAIR11,C3,CIT NET 30,,,,N,GEORGE C CLOYS IND PARK,UNION CITY,TN,38261
VANITY12,VANITY FAIR # 12,VANITYFAIR12,C3,CIT NET 30,,,,N,CROSSVILLE OUTLET CENTER,CROSSVILLE,TN,38555-5458
VANITY13,VANITY FAIR # 13,VANITYFAIR13,C3,CIT NET 30,,,,N,I-10 OUTLET MALL,IOWA,LA,70647
VANITY14,VANITY FAIR # 14,VANITYFAIR14,C3,CIT NET 30,,,,N,BRAZO RIVER FACTORY STORES,MINERAL WELLS,TX,76067
VANITY15,VANITY FIAR # 15,VANITYFIAR15,C3,CIT NET 30,,,,N,CORSICANA CROSSING MALL,CORSICANA,TX,75109
VANITY150,VANITY FAIR # 150,VANITYFAIR150,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE CINNAMINSON,CINNAMINSON,NJ,80877
VANITY151,VANITY FAIR # 151,VANITYFAIR151,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE,MANCHESTER,CT,06040
VANITY152,VANITY FAIR # 152,VANITYFAIR152,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE CHARDON,WILLOUGHBY,OH,44092
VANITY153,VANITY FAIR # 153,VANITYFAIR153,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE MAIN 270,COLUMBUS,OH,43213
VANITY154,VANITY FAIR # 154,VANITYFAIR154,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE,SOUDERTON,PA,18964
VANITY155,VANITY FAIR # 155,VANITYFAIR155,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE MIDTOWN,PARMA,OH,44134
VANITY157,VANITY FAIR # 157,VANITYFAIR157,C3,CIT NET 30,,,,N,OUTLET MARKET PLACE PENN HILLS,PITTSBURG,PA,15235
VANITY16,VANITY FAIR # 16,VANITYFAIR16,C3,CIT NET 30,,,,N,BUTLER OUTLET MALL,CARROLLTON,KY,41008
VANITY160,VANITY STORE #160,VANITYSTORE160,,,,,,N,THE CROSSINGS,TANNERSVILLE,PA,18372
VANITY162,VANITY STORE#162,VANITYSTORE162,,,,,,N,LEE JEANS,HAGERSTOWN,MD,21740
VANITY17,VANITY FAIR # 17,VANITYFAIR17,C3,CIT NET 30,,,,N,ROCKVALE SQUARE OUTLET,LANCASTER,PA,17602
VANITY18,VANITY FAIR # 18,VANITYFAIR18,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,LEBANON,MO,65536
VANITY19,VANITY FAIR # 19,VANITYFAIR19,C3,CIT NET 30,,,,N,LAKE LIVINGSTON OUTLET MALL,LIVINGSTON,TX,77351
VANITY190,VANITY FAIR #190,VANITYFAIR190,,,,,,N,WRANGLER,LONE TREE,CO,80124
VANITY2,VANITY FAIR # 2,VANITYFAIR2,C3,CIT NET 30,,,,N,P.O. BOX 664,MONROEVILLE,AL,36461
VANITY20,VANITY FAIR # 20,VANITYFAIR20,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,HEMPSTEND,TX,77445
VANITY21,VANITY FAIR # 21,VANITYFAIR21,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,HANSON,KY,42413
VANITY22,VANITY FAIR # 22,VANITYFAIR22,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,NEBRASKA CITY,NE,68410
VANITY23,VANITY FAIR # 23,VANITYFAIR23,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,ARCADIA,LA,71001
VANITY24,VANITY FAIR # 24,VANITYFAIR24,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,STORY CITY,IA,50248
VANITY25,VANITY FAIR # 25,VANITYFAIR25,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,WEST FRANKFORT,IL,62896
VANITY26,VANITY FAIR # 26,VANITYFAIR26,C3,CIT NET 30,,,,N,PRIME OUTLETS @ SAM MERCOS,SAN MARCOS,TX,78666
VANITY27,VANITY FAIR # 27,VANITYFAIR27,C3,CIT NET 30,,,,N,C/O SAWGRASS MILLS,SUNRISE,FL,33323
VANITY28,VANITY FAIR # 28,VANITYFAIR28,C3,CIT NET 30,,,,N,THE OUTLET SHOPPERS AT EL PASO,EL PASO,TX,79932
VANITY29,VANITY FAIR # 29,VANITYFAIR29,C3,CIT NET 30,,,,N,LAKELAND FACTORY OUTLET MALL,LAKELAND,TN,38002
VANITY3,VANITY FAIR # 3,VANITYFAIR3,C3,CIT NET 30,,,,N,375 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747
VANITY30,VANITY FAIR # 30,VANITYFAIR30,C3,CIT NET 30,,,,N,EDINBURGH PREMIUM OUTLETS,EDINBURGH,IN,46124
VANITY31,VANITY FAIR # 31,VANITYFAIR31,C3,CIT NET 30,,,,N,DRY RIDGE OUTLET CENTER,DRY RIDGE,KY,41035
VANITY32,VANITY FAIR # 32,VANITYFAIR32,C3,CIT NET 30,,,,N,FACTORY STORES OF TUSCOLA,TUSCOLA,IL,61953
VANITY33,VANITY FAIR # 33,VANITYFAIR33,C3,CIT NET 30,,,,N,BELZ FACTORY OUTLET WORLD,ST.AUGUSTINE,FL,32084
VANITY34,VANITY FAIR # 34,VANITYFAIR34,C3,CIT NET 30,,,,N,20100 WEST 151ST STREET,OLATHE,KS,66061
VANITY35,VANITY FAIR # 35,VANITYFAIR35,C3,CIT NET 30,,,,N,VF FACTORY OUTLET,TRAVERSE CITY,MI,49684
VANITY36,VANITY FAIR # 36,VANITYFAIR36,C3,CIT NET 30,,,,N,CENTRALIA FACTORY STORES,CENTRALIA,WA,98531
VANITY37,VANITY FAIR # 37,VANITYFAIR37,C3,CIT NET 30,,,,N,TANGER OUTLET STORES,FOLEY,AL,36535
VANITY38,VANITY FAIR # 38,VANITYFAIR38,C3,CIT NET 30,,,,N,TANGER OUTLET CENTER,MYRTLE BEACH,SC,29579
VANITY39,VANITY FAIR # 39,VANITYFAIR39,C3,CIT NET 30,,,,N,PRIME OUTLETS @ ELLENTON,ELLENTON,FL,34222
VANITY4,VANITY FAIR # 4,VANITYFAIR4,C3,CIT NET 30,,,,N,FACTORY STORES OF AMERICA,BOAZ,AL,35957
VANITY41,VANITY FAIR # 41,VANITYFAIR41,C3,CIT NET 30,,,,N,PRIME OUTLETS @ QUEENSTOWN,QUEENSTOWN,MD,21658
VANITY42,VANITY FAIR # 42,VANITYFAIR42,C3,CIT NET 30,,,,N,VACAVILLE PREMIUM OUTLETS,VACAVILLE,CA,95687
VANITY43,VANITY FAIR # 43,VANITYFAIR43,C3,CIT NET 30,,,,N,THE OUTLETS AT BIRCH RUN,BIRCH RUN,MI,48415
VANITY44,VANITY FAIR # 44,VANITYFAIR44,C3,CIT NET 30,,,,N,FASHION OUTLTES LAS VEGAS,PRIMM,NV,89019
VANITY45,VANITY FAIR # 45,VANITYFAIR45,C3,CIT NET 30,,,,N,GURNEE MILLS MALL,GURNEE,IL,60031
VANITY46,VANITY FAIR # 46,VANITYFAIR46,C3,CIT NET 30,,,,N,SHIPYARD SHOPS,WILMINGTON,DE,19801
VANITY47,VANITY FAIR  #47,VANITYFAIR47,,,,,,N,LAKE ELSINORE OUTLETS,LAKE ELSINORE,CA,92530
VANITY48,VANITY FAIR # 48,VANITYFAIR48,C3,CIT NET 30,,,,N,TANGER OUTLET CENTER,MYRTLE BEACH,SC,29572
VANITY49,VANITY FAIR #49,VANITYFAIR49,,,,,,N,OUTLET MARKETPLACE,ORLANDO,FL,32819
VANITY5,VANITY FAIR # 5,VANITYFAIR5,C3,CIT NET 30,,,,N,POWER SQUARE,MESA,AZ,85209
VANITY51,VANITY FAIR # 51,VANITYFAIR51,C3,CIT NET 30,,,,N,LAKE ELSINORE OUTLET CENTER,LAKE ELSINORE,CA,92530
VANITY52,VANITY FAIR # 52,VANITYFAIR52,C3,CIT NET 30,,,,N,FACTORY STORES @ NORTH BEND,NORTH BEND,WA,98045
